SampleLogFunc,SampleVariable1,SampleVariable2,SampleVariable3,SampleVariable4,SampleVariable5,SampleVariable6,SampleVariable7,SampleVariable8,SampleVariable9,SampleVariable10,SampleVariable11,SampleVariable12,SampleVariable13,SampleVariable14,SampleVariable15,SampleVariable16,SampleVariable17,SampleVariable18,SampleVariable19,SampleVariable20,SampleVariable21,SampleVariable22
-38.094851,35.502601,51.169420,11.993671,16.291347,31.070769,19.209383,84.098952,8.0926095,12.902553,6.3708110,53.664112,7.6481391,37.260330,8.2454576,33.474736,52.599224,49.394168,20.958951,31.419447,52.557818,64.384458,8.3587390
-45.956945,36.533379,51.911546,13.013606,13.529585,29.505018,19.843364,85.541984,7.8284258,9.2570702,8.5798327,54.267651,7.7352444,40.394086,7.4861644,35.234109,54.127240,50.849183,23.192050,29.621591,50.751103,63.538837,6.9255612
-44.054348,34.406647,50.801377,15.900160,14.096933,32.411596,17.958521,81.698977,9.7133476,9.0197759,11.852373,53.647977,7.8699148,39.021154,8.0227140,36.066770,51.662388,51.224971,20.727164,31.754098,52.828560,69.431492,10.328845
-45.487319,37.667162,49.348932,12.720756,16.427448,31.688415,16.923469,85.719286,7.3370045,11.805825,12.917050,51.684868,7.2458876,37.417776,7.2558891,35.009543,52.094607,50.802810,20.009790,36.099380,50.902726,63.855027,4.7580375
-44.231871,36.051595,50.664391,11.111134,20.495913,33.783717,16.335634,84.792215,7.2394394,9.8696124,8.2290161,54.380605,8.1160375,34.577312,10.500409,36.668986,55.630023,51.006456,18.767559,30.916918,51.065094,64.347442,7.0797018
-39.098489,34.237671,52.151096,11.513452,17.858915,32.975942,15.176142,84.829572,10.211915,8.5001608,8.7205559,53.020585,6.8903100,36.921304,10.212258,34.472341,55.274834,49.562329,18.449291,30.970879,51.429884,64.398963,8.3657044
-36.964238,33.959371,51.721840,13.403963,15.973922,34.114917,16.046928,83.520586,7.2955540,9.4655564,9.0857292,50.457228,7.8494421,39.258073,9.9902976,37.034892,53.499831,49.493486,20.481751,31.557999,52.328370,65.356416,8.9537297
-35.903189,33.868506,51.010282,11.911515,16.503149,33.985683,17.042127,82.393770,8.0239254,9.8477338,12.092622,52.924197,8.5266894,38.510922,9.3207824,36.470028,52.234964,48.556476,21.259725,33.260411,50.986046,64.770676,8.7143938
-37.534338,35.553325,51.352479,13.434414,17.233555,33.081562,15.426122,83.165113,8.3665271,9.9472975,6.5797940,51.419708,7.9438108,34.310380,8.6960440,34.849410,54.626084,50.882470,20.514009,33.842925,50.526121,63.685061,7.9838902
-37.534338,35.553325,51.352479,13.434414,17.233555,33.081562,15.426122,83.165113,8.3665271,9.9472975,6.5797940,51.419708,7.9438108,34.310380,8.6960440,34.849410,54.626084,50.882470,20.514009,33.842925,50.526121,63.685061,7.9838902
-35.490272,36.128455,49.631082,14.268304,17.945538,33.664007,14.147103,82.574163,9.5371840,9.3406526,8.8623671,54.574694,8.1508907,36.281704,9.3462367,36.007636,53.858877,51.916282,20.566555,33.954460,52.200368,65.212674,8.7485282
-35.490272,36.128455,49.631082,14.268304,17.945538,33.664007,14.147103,82.574163,9.5371840,9.3406526,8.8623671,54.574694,8.1508907,36.281704,9.3462367,36.007636,53.858877,51.916282,20.566555,33.954460,52.200368,65.212674,8.7485282
-39.343510,34.091974,53.102607,15.639165,16.780311,31.968431,17.699976,83.268471,8.6912379,11.247942,9.3327976,54.197230,6.9268309,38.236748,12.142032,32.600779,53.710717,53.128471,20.399129,34.276969,52.747693,63.962583,9.3936807
-39.470752,32.919763,51.465521,13.455449,18.777294,30.876074,18.415910,82.105299,8.1881341,11.855468,7.8674763,55.639181,9.2447612,38.591265,9.5101159,36.411686,53.197148,51.959669,21.092925,30.218169,52.538001,64.871031,10.379366
-36.971469,33.302090,49.744677,15.499550,16.275697,33.280156,15.935805,81.311629,6.8016122,13.627838,9.0311541,52.952396,8.6780873,38.714812,9.7617731,35.267250,54.302252,51.749545,20.104673,31.297769,49.546162,64.583948,6.0221708
-39.445817,34.685067,48.544353,12.844025,16.073298,35.007938,17.830330,86.177527,8.1265932,14.103821,11.484452,53.691531,6.0023015,39.388645,10.384148,36.331608,53.637381,50.715970,21.086255,33.395622,50.042142,62.882145,7.3933968
-36.734671,34.160772,48.579270,14.001120,15.752452,31.450124,17.932684,83.946190,9.1853092,12.864924,11.248359,53.264522,5.4107168,37.322091,9.6604343,36.321235,55.835426,50.142146,21.257688,29.132078,51.032125,65.065270,8.2471173
-34.700604,35.942867,50.499364,14.424376,16.288839,30.837837,16.914312,81.299424,9.6919947,10.941451,10.919685,53.510400,6.5974188,36.728571,9.7494204,36.084520,55.578777,50.158898,20.913043,30.401117,50.916070,62.935254,6.8063606
-34.700604,35.942867,50.499364,14.424376,16.288839,30.837837,16.914312,81.299424,9.6919947,10.941451,10.919685,53.510400,6.5974188,36.728571,9.7494204,36.084520,55.578777,50.158898,20.913043,30.401117,50.916070,62.935254,6.8063606
-34.573350,33.365740,50.856570,13.452459,16.318961,31.391817,17.415513,84.364070,10.286904,11.913259,11.131716,53.213645,7.1310706,39.468730,11.497517,36.242587,54.870715,51.127606,21.524619,31.079495,50.092116,63.489177,8.5813994
-34.573350,33.365740,50.856570,13.452459,16.318961,31.391817,17.415513,84.364070,10.286904,11.913259,11.131716,53.213645,7.1310706,39.468730,11.497517,36.242587,54.870715,51.127606,21.524619,31.079495,50.092116,63.489177,8.5813994
-35.251507,37.829491,48.546079,15.688699,15.462947,31.586419,16.658874,84.131284,9.1403521,11.800075,11.798355,52.691586,7.2883194,37.794580,9.8523804,34.731141,54.358729,51.484326,20.650871,31.803869,49.363638,64.863574,7.6707187
-35.251507,37.829491,48.546079,15.688699,15.462947,31.586419,16.658874,84.131284,9.1403521,11.800075,11.798355,52.691586,7.2883194,37.794580,9.8523804,34.731141,54.358729,51.484326,20.650871,31.803869,49.363638,64.863574,7.6707187
-36.906052,35.588850,48.849580,12.885097,16.856216,34.044468,18.511860,82.050247,10.559504,11.050749,10.289847,52.775474,7.7868698,35.486898,6.2119797,33.509595,54.587461,50.014368,18.468155,33.539617,50.589537,65.138171,9.6344219
-36.582518,36.972920,47.973239,13.136415,18.203694,34.497932,16.768299,84.189907,9.8431462,11.418408,8.3759631,51.833688,7.0609691,37.317383,7.2499267,33.769095,55.036443,49.830653,20.021828,33.488104,50.639661,64.759767,7.4745293
-39.623683,35.281020,48.674974,14.950626,17.383891,31.982079,18.688600,84.007505,11.602965,10.413860,7.4302787,51.715099,8.7566216,41.286083,8.6019588,35.861565,52.093026,50.771324,20.433656,33.253459,52.807177,63.617744,9.9433750
-36.641155,34.890035,49.488824,13.642190,16.694670,29.278348,15.881405,83.990864,9.9947319,8.9349717,9.1116892,52.169540,6.4799605,37.250068,9.4982158,35.280150,54.395683,53.274255,19.557717,31.838581,50.207089,62.753065,9.4196926
-36.641155,34.890035,49.488824,13.642190,16.694670,29.278348,15.881405,83.990864,9.9947319,8.9349717,9.1116892,52.169540,6.4799605,37.250068,9.4982158,35.280150,54.395683,53.274255,19.557717,31.838581,50.207089,62.753065,9.4196926
-36.641155,34.890035,49.488824,13.642190,16.694670,29.278348,15.881405,83.990864,9.9947319,8.9349717,9.1116892,52.169540,6.4799605,37.250068,9.4982158,35.280150,54.395683,53.274255,19.557717,31.838581,50.207089,62.753065,9.4196926
-34.942617,34.140906,48.192254,11.624499,17.712070,30.742491,17.350138,83.084116,8.5224906,11.355770,8.7827361,52.004597,9.2397233,36.587023,10.019776,36.240722,54.436870,52.192106,19.029826,31.586978,51.175793,65.628951,8.8850639
-34.942617,34.140906,48.192254,11.624499,17.712070,30.742491,17.350138,83.084116,8.5224906,11.355770,8.7827361,52.004597,9.2397233,36.587023,10.019776,36.240722,54.436870,52.192106,19.029826,31.586978,51.175793,65.628951,8.8850639
-41.313743,35.934432,49.088775,12.848067,18.915720,31.106796,17.960831,84.485746,10.109927,11.461178,9.4740122,55.111913,9.0307800,41.636373,9.5225236,36.044524,53.598585,49.733727,22.855375,32.163674,50.544409,61.781573,9.7913753
-42.768102,35.873330,49.202827,13.936515,18.492894,30.800157,17.542467,80.623761,10.350966,12.668997,10.678726,52.981298,9.0573588,37.993313,6.8346937,37.903960,54.621416,50.117148,17.203395,34.329020,47.355740,63.784076,8.4448087
-40.056322,34.098276,49.177976,11.644995,18.693308,33.283202,17.252404,82.832513,6.4159636,10.573803,12.471074,53.078871,5.5488738,40.126912,7.6856926,36.667437,54.590628,50.838849,18.310790,33.197654,49.697987,64.465420,7.9127967
-41.488040,34.344855,48.158862,13.023354,16.419141,36.700142,16.727781,83.504197,7.1662087,12.420747,11.672060,51.808490,8.7757607,37.629450,7.9252211,37.010832,56.566908,52.846904,19.733592,34.479703,51.680296,65.652778,7.7928487
-38.059420,38.002128,51.387310,14.330468,15.073771,33.188856,18.064790,82.023827,9.9426286,12.113734,12.224436,52.520389,7.2275788,36.249670,11.285046,34.282286,53.829640,50.991956,21.407141,33.390006,48.739911,63.697409,8.3407309
-38.821616,33.247867,50.080461,12.972528,14.377324,33.727673,18.603766,83.854653,8.6800699,11.174306,10.621665,52.200324,5.7675623,35.549225,6.6312466,34.098021,52.782448,51.591844,19.608637,31.660687,48.642960,63.162327,7.2123526
-35.285242,33.359055,50.504321,12.086869,15.755914,33.302539,17.590930,83.127103,7.4699734,9.1027708,10.703270,54.415131,9.7490167,37.692195,7.8272911,34.400474,54.753189,52.148914,20.233023,33.438446,49.816615,64.906150,6.7255994
-36.480018,32.682969,49.764958,12.444913,14.550596,32.920398,15.119059,82.921872,10.437415,9.4668395,8.9973608,50.695928,7.8214487,36.812822,9.2595336,34.221852,54.128530,50.299303,20.195296,32.092340,50.937165,63.453739,9.9183406
-36.324028,35.173237,50.853851,15.333611,15.738109,31.738132,16.902605,81.685658,11.659107,10.955901,8.7038843,54.811496,6.1977294,35.776180,8.0574014,35.148623,52.501500,50.420194,19.862207,30.846113,50.448958,63.158638,7.4412999
-35.471081,34.819762,50.309666,13.692550,18.126210,34.459693,19.064260,81.827765,11.289285,11.116994,9.6381018,53.219458,8.2437339,35.791771,9.9866149,35.969259,52.709095,50.816687,19.163464,32.913779,52.112239,65.872688,8.0382436
-41.607479,35.958133,48.824421,15.696730,16.543077,33.816228,17.717017,82.132187,8.6314095,12.151516,9.1200777,53.261607,5.9490944,38.582747,10.221857,32.284585,52.699119,48.845224,22.234298,33.701649,51.539524,60.457048,8.9143469
-35.439518,37.600853,50.903670,14.039789,16.012746,31.929200,17.392299,82.810273,7.1846460,13.919802,8.9167322,53.561047,7.8562725,37.853824,8.3930839,35.316755,54.394872,51.763644,22.859105,32.213256,52.030016,64.634529,7.4956872
-37.042108,33.594339,52.586684,11.958683,15.116693,31.215520,18.582888,83.955375,7.0050083,10.279472,9.6320772,52.283831,6.5483170,37.871382,10.308365,37.412980,55.933737,49.397135,21.008448,32.422683,50.515516,64.583353,7.2506874
-41.035444,32.899043,50.526316,12.604498,16.919214,30.998455,19.118267,82.893237,7.7468851,12.194845,9.1371231,52.436913,6.2326438,38.038416,8.3156189,39.232246,57.442815,50.212599,18.635120,33.799504,53.231301,63.570845,9.3081810
-37.960706,34.155264,48.933299,14.602824,15.175473,29.756996,17.843971,83.155744,9.9108082,10.975792,9.7627683,53.504565,6.8232151,36.994665,9.3109962,39.185773,54.925259,53.216925,19.555392,35.332330,50.194812,63.397806,8.0394351
-36.835115,34.409720,49.194264,14.056019,17.577158,32.354646,19.930076,83.208619,7.3692758,11.596652,9.2107503,57.193101,6.8649999,37.230171,9.9272921,36.499017,53.483378,52.198921,21.331250,34.441772,50.385406,64.648349,9.0648914
-37.282656,35.432056,49.321059,13.885831,14.226843,30.754761,18.756049,80.518054,7.1898595,11.307362,7.7576675,53.060306,6.9691359,37.971838,9.4835743,37.059057,52.365227,53.462322,20.511956,32.078840,51.434954,65.361530,7.0927472
-40.063626,36.255979,48.831410,12.898209,14.800599,31.517411,17.514581,82.967225,9.1291009,9.3020271,8.3223253,54.298240,8.6371132,39.962198,9.9994452,36.837310,51.633027,50.425644,21.892020,34.074279,50.297620,63.272660,4.5190919
-39.610279,34.992514,51.218160,14.101759,16.414599,29.482716,16.558505,82.052883,8.5384299,11.317609,9.8661678,55.324759,9.0679542,37.166333,10.559035,36.923533,52.603236,53.019161,22.713604,35.365617,53.010674,64.162115,8.1516206
-41.119336,34.040652,50.660717,13.244632,15.763898,33.641168,16.424371,82.544287,10.914692,11.563446,6.1113175,54.466648,8.0781541,35.721798,10.582896,32.985973,52.821274,49.848377,21.719443,34.968819,50.743249,63.156218,5.8385629
-36.766744,33.338917,50.970480,13.926290,16.370744,31.925016,15.094028,79.441548,7.2662395,10.627352,9.7950401,52.754053,8.6291219,36.362619,9.5317044,35.659246,53.414451,49.773136,21.714394,32.667173,49.907231,64.928154,8.8030270
-35.644554,36.165760,50.233888,14.279848,16.200731,31.598563,16.336844,80.630399,5.7834612,11.806381,10.204046,51.929645,8.5042041,38.433208,10.335892,35.312542,52.770870,50.494997,19.924944,33.505901,50.984345,64.957219,7.1802062
-39.536384,34.329956,50.225256,13.366196,17.957625,32.287142,19.098589,83.918653,9.1123983,11.704765,9.7869285,53.390489,4.5183473,38.998477,8.6609557,36.952309,52.157105,52.388019,22.142965,32.362802,53.350430,65.171668,5.7187537
-40.756154,37.645941,49.358507,11.438746,15.103683,34.043512,16.459549,85.409882,8.2368492,11.594946,10.920864,54.903698,9.2945228,36.012071,7.1957590,33.901854,52.587157,49.162976,21.339034,33.910294,50.222433,65.913461,8.7920575
-35.660058,33.922953,49.208540,12.986566,14.959039,32.452344,17.966020,81.662359,8.7946657,13.246916,8.0994663,53.345320,8.8890746,35.134556,9.2069171,36.649631,52.101623,51.827259,20.635266,32.347413,51.863240,65.992993,9.1635602
-40.928810,33.257794,49.826188,11.657739,14.352393,33.402035,18.612939,84.229518,8.6627364,14.046503,7.4796734,56.479950,7.3299570,39.168569,6.8924724,37.922666,53.660029,49.775208,19.786799,33.631739,50.204535,65.257542,9.7540432
-42.122007,32.888362,50.583199,14.396198,13.462572,34.456854,17.675161,83.192854,7.9264928,12.187366,8.5278919,52.305904,9.8616087,40.246075,6.5486381,36.308066,52.559973,49.287146,22.403838,35.376951,50.121216,64.162663,9.6059575
-40.410486,35.188116,50.864867,13.380236,16.874309,33.647593,17.645868,84.811145,9.9928793,13.413082,9.9870614,52.234255,7.1997716,36.697517,9.6480934,37.999808,52.537147,47.625067,22.869593,33.209718,48.981769,65.547550,9.9842622
-38.032229,33.182135,50.949613,15.275184,14.673725,32.806901,19.269868,83.643442,9.8606165,10.127046,9.8831414,51.811567,7.0800851,38.049352,8.5601325,38.596359,52.782311,50.108172,22.297977,33.547668,49.804026,66.525343,9.1844133
-45.334227,34.873398,50.930757,12.518036,15.377022,35.113617,16.795670,83.499513,8.2345573,12.637156,8.0829283,55.847960,3.6391686,37.055644,7.0065336,37.211194,55.241970,50.242191,24.128565,30.429591,51.136260,63.581511,7.1168493
-43.597130,34.424368,52.098784,11.979585,17.475498,33.976610,18.917204,83.731697,11.022752,10.787804,13.478312,53.680710,6.2300839,38.462718,5.6189786,37.202955,52.833884,50.966494,20.752913,35.501606,51.178544,64.814812,7.8837871
-45.126172,35.917211,52.705899,11.674338,17.463597,32.004343,17.432924,81.943598,9.4955342,11.936141,12.314533,53.813453,6.4058360,37.263071,8.6128830,36.440416,49.349174,49.339967,20.111205,29.874897,50.914196,66.837081,8.4214612
-45.603420,35.305128,51.292673,12.082661,16.166970,34.312210,18.276908,81.810825,9.8256425,12.488668,12.678299,53.267451,5.6753285,38.228654,9.5071505,38.515565,51.239234,50.378383,20.751167,29.817996,51.492606,68.044362,10.503089
-39.495628,34.228710,52.058214,14.309181,14.478275,32.978640,18.827754,81.671500,10.246045,11.019348,11.395001,54.268995,6.9464297,36.881472,8.6740114,38.539313,51.402457,50.490214,20.387243,31.358358,50.195711,64.500681,5.7903362
-41.179594,35.211871,51.074080,12.181518,18.844838,33.900860,21.477195,83.984699,8.1317178,11.278029,9.4413928,52.144114,9.0223701,36.453397,10.843661,36.385331,53.799502,50.467979,21.033737,31.746304,48.457068,63.686502,6.7621791
-38.462018,33.957099,52.357500,14.263179,16.566336,32.265565,19.100808,82.840278,9.0840624,12.210653,10.391176,53.336104,8.3742215,38.462675,12.643851,37.862105,55.607467,51.639478,21.101724,32.837885,48.185622,65.745757,7.9182600
-40.281668,33.044508,52.623304,13.050609,16.317371,31.881221,17.241755,83.424381,10.616798,11.931503,10.601590,51.808997,6.2576220,36.131563,9.5948568,34.862255,51.561878,49.919639,22.106098,33.197897,50.584256,61.712574,6.3899352
-37.191147,34.226733,51.913129,13.717397,15.096906,32.980140,18.601380,82.910112,7.2607807,11.796260,10.041128,56.160815,7.8783076,39.876727,11.191840,35.727272,52.178072,50.076497,20.376996,33.613035,50.314317,66.476160,7.4453907
-38.875791,32.965379,51.232540,14.109372,15.945914,32.970552,17.497628,81.221116,7.0467119,12.485079,8.9295391,54.040620,6.5654345,39.941119,11.658292,38.117937,54.812185,51.638883,19.864699,35.449760,52.014233,65.602461,7.9449291
-38.281461,32.617869,50.487969,10.847659,15.006273,33.064899,16.708039,84.117748,7.4960722,10.785397,7.5370061,55.002262,7.6143706,38.984383,11.599710,37.143406,54.322670,50.943630,19.953568,31.657245,52.244740,62.735878,9.0938629
-34.389038,34.593904,48.475985,12.248698,17.503685,31.790573,18.413104,84.846617,9.0653563,11.574150,9.2664359,53.563015,9.5461576,39.070013,11.593012,36.604584,55.424931,51.129533,19.983397,32.718264,51.004920,63.680874,7.8912815
-34.928409,34.314908,50.599057,12.529070,16.551921,31.236956,15.119466,83.869961,10.337136,11.953274,8.2071741,53.288221,9.3172307,38.847251,8.7100571,37.361365,54.914430,53.113324,20.271645,33.518148,51.708261,64.578754,9.8137740
-40.306707,34.811439,48.312895,15.090831,17.029243,31.734366,16.204782,82.971491,10.069931,11.002233,11.523261,53.149837,8.2694553,37.233749,8.9379229,35.854176,54.947431,48.246706,16.981727,33.050199,51.158270,60.737009,6.8198773
-34.725763,34.890640,50.432559,14.683564,17.777328,32.647172,17.689006,83.760262,10.499167,10.240157,9.7184603,54.980832,7.9984881,37.643787,10.221672,36.296502,55.024488,48.377207,18.333642,31.631722,49.952067,64.597602,10.076606
-35.090994,34.885398,51.239726,14.672954,16.986092,32.493452,18.008677,82.517610,8.7176325,9.3322143,9.6495024,54.018840,8.3636337,36.062921,9.5200613,37.763319,56.457405,49.466306,19.329668,31.414067,50.445392,64.409113,10.106265
-38.780955,34.158645,49.838278,14.680887,18.371733,32.936849,17.782803,81.708877,9.0526942,7.7033806,8.7246871,53.996234,8.2783332,36.614097,10.030469,37.461690,56.108235,48.631371,18.564693,31.874772,49.240550,64.677084,8.4814066
-38.373686,34.577228,49.997201,13.422180,17.735627,30.472670,18.298624,82.853997,9.8937421,9.3496985,9.0730807,50.656313,10.778520,35.525215,10.809970,35.842457,54.655313,51.284091,19.684339,31.685494,51.574689,63.540451,9.2321783
-37.414893,36.479993,50.156017,15.782185,17.437333,30.870568,19.212305,84.413755,10.261884,9.9524846,8.3307660,50.973199,7.9963202,38.024776,10.767824,35.050497,54.136600,50.219338,19.710404,31.333693,49.877768,63.439369,6.8290335
-37.495367,34.511261,49.082377,15.749219,12.951246,31.753362,18.404643,83.451535,11.875357,12.040349,10.055229,52.660134,6.6837164,39.295056,10.709491,36.724943,52.547429,51.020136,19.262854,31.564623,50.487387,65.023142,8.2280004
-36.715214,35.769075,49.467105,15.925384,15.897171,30.150657,17.778550,84.444459,10.043164,10.025259,9.8235758,54.138578,7.7073925,40.819956,9.8284364,36.073104,53.504432,50.217327,19.894308,32.036473,49.879404,67.047669,7.9218062
-33.655410,36.433653,50.157682,13.788746,16.647465,32.571275,17.850752,82.200871,10.879842,12.442606,8.9878987,54.409649,9.9687497,37.506801,10.152101,35.270699,54.291057,49.241189,18.862039,32.396851,49.883714,65.682348,8.2586274
