SampleLogFunc,SampleVariable1,SampleVariable2,SampleVariable3,SampleVariable4,SampleVariable5,SampleVariable6,SampleVariable7,SampleVariable8,SampleVariable9,SampleVariable10,SampleVariable11,SampleVariable12,SampleVariable13,SampleVariable14,SampleVariable15,SampleVariable16,SampleVariable17,SampleVariable18,SampleVariable19,SampleVariable20,SampleVariable21,SampleVariable22
-36.985024,36.094093,49.956846,13.591020,16.004925,32.770776,17.399386,82.674267,8.3529524,13.905343,8.3621638,53.543326,6.9124092,41.218348,9.6957754,37.456013,53.579097,50.827225,20.897128,32.318931,49.725517,65.334379,11.282278
-35.576717,34.229595,50.470560,14.361737,17.040371,32.514306,18.305042,82.482784,9.9029161,12.387164,10.874238,52.858080,5.2084670,40.225748,9.4313244,37.496878,52.717596,51.526791,19.193268,33.438506,49.558406,65.031765,7.4568288
-34.158545,34.507278,51.037398,14.963717,17.823020,33.617519,19.893797,82.449655,7.8042310,12.414050,10.396847,51.932597,6.1259046,37.135290,8.8990966,35.792265,55.582405,51.587310,20.336896,31.852377,50.066901,64.440873,8.2488833
-27.471530,34.730626,49.536125,14.046343,16.577356,33.366323,18.443892,83.123050,8.4868009,11.853540,8.8830967,52.576229,7.7161720,39.062685,8.5803191,37.554999,53.234414,51.257872,20.852958,32.018490,50.945415,64.144336,10.212966
-27.471530,34.730626,49.536125,14.046343,16.577356,33.366323,18.443892,83.123050,8.4868009,11.853540,8.8830967,52.576229,7.7161720,39.062685,8.5803191,37.554999,53.234414,51.257872,20.852958,32.018490,50.945415,64.144336,10.212966
-30.385901,35.230836,48.830440,14.589451,15.681652,33.283141,19.147873,82.325365,8.8641221,13.349056,8.7890767,53.731073,6.9128206,37.886978,9.7124822,36.075237,52.515944,51.466018,20.147807,32.738210,51.511772,65.513209,6.4760486
-32.357663,33.424860,50.326088,14.802329,16.647786,31.033784,17.284084,84.041708,7.8246385,12.194359,8.3720573,52.571367,6.6137036,39.395505,10.296576,37.359407,54.653630,51.897138,20.454825,32.774022,49.627195,65.363971,7.6110175
-28.785902,34.402145,50.025646,12.967305,18.198124,32.540681,18.322812,82.213186,9.6628295,13.105788,9.5021135,53.734086,7.5520356,37.430537,8.2259288,35.171576,54.074886,52.422705,20.510987,32.735174,51.071474,65.779744,8.1665024
-25.719668,34.472139,49.049713,14.370511,16.762839,32.127977,17.840675,82.117819,8.2145045,11.320697,8.7488174,53.825365,6.4828342,38.069265,8.7956108,36.227668,53.581418,52.586296,20.160137,33.133195,50.786276,64.917710,9.3444681
-26.943402,34.081346,50.222752,14.312660,16.218472,32.343833,18.682688,81.690320,8.9878209,11.896521,9.0488595,53.659861,6.1687099,39.410372,9.6372528,35.081865,53.676785,51.094274,19.464958,33.519318,51.627207,65.041138,8.8309571
-26.943402,34.081346,50.222752,14.312660,16.218472,32.343833,18.682688,81.690320,8.9878209,11.896521,9.0488595,53.659861,6.1687099,39.410372,9.6372528,35.081865,53.676785,51.094274,19.464958,33.519318,51.627207,65.041138,8.8309571
-27.121589,34.372693,49.538840,12.970497,16.694291,34.150112,18.093262,82.223994,8.4883810,12.189992,9.1376676,53.848291,7.4918975,37.318556,8.4958340,36.160243,54.027445,51.034361,18.996640,33.021526,51.533687,65.900946,10.015247
-29.832451,35.556984,50.665621,13.691546,18.209275,33.012915,17.370599,83.368044,8.8974082,11.407589,7.7372287,52.983614,6.1691749,36.163700,8.4790108,36.053856,55.013166,50.539332,19.242214,32.399327,51.167067,65.458322,9.5159178
-30.938346,34.779775,49.903502,14.876531,17.056287,30.958239,17.155515,82.664199,9.9868672,12.389384,8.9674055,54.089024,5.1974944,37.144096,7.0884010,35.858857,54.181166,51.639949,20.234285,33.136823,50.853978,64.830838,7.0804290
-31.651848,34.118142,48.726727,14.086741,16.980190,33.052092,18.081134,82.090297,10.215249,13.300123,9.3247798,53.101978,6.4881471,37.706579,8.5026229,34.826584,53.424098,50.487676,19.188130,30.459870,51.304898,65.378454,7.8738796
-33.757681,35.185178,51.893955,13.570057,16.788475,32.161157,19.583367,81.363870,10.386778,11.706840,9.2213785,53.995036,6.8012116,39.813597,9.3177194,36.771587,53.659389,51.292071,20.937025,33.456869,51.191023,65.670075,5.8843332
-29.878702,35.330108,50.557640,14.179563,17.703988,33.119183,17.858635,81.429945,7.9394636,11.011812,8.4608449,54.239010,7.0113572,38.318984,7.2355828,36.469671,52.912808,50.417342,20.810713,32.571679,50.677665,65.468327,9.4589676
-31.538732,35.479091,50.433640,13.394571,16.838712,32.112898,16.845169,80.813777,9.3379035,10.751537,9.5388675,54.984481,6.2978710,39.746645,8.0204148,36.273708,52.937124,52.065449,21.451153,33.218843,50.064458,63.854405,8.1070260
-33.475878,36.271440,51.547614,15.152847,17.602469,33.371624,18.526526,82.849498,8.1235227,12.879532,8.7972612,52.553669,7.9470783,37.918423,9.0686209,35.790071,55.611068,50.983576,21.550531,32.804536,53.228479,65.380167,9.1556238
-26.841205,35.116576,50.421690,12.659021,15.360804,32.983617,17.810575,83.677448,8.8061361,12.632428,9.0790186,53.400561,7.6876151,38.249482,8.4969259,36.584861,53.017790,51.453640,19.502367,33.590155,52.428502,64.959248,9.7249348
-37.381143,33.964208,51.536676,14.704005,15.417056,31.795586,18.339333,82.977229,8.9615174,9.9989224,11.009306,53.631126,6.5993729,37.320214,8.2733395,38.424051,53.522346,52.004682,17.535943,33.288247,52.211613,64.842761,6.2955241
-30.880917,35.777123,49.757785,13.915361,15.777583,31.899194,17.194333,82.593959,10.289955,11.907754,11.125883,52.967308,5.4897233,36.156038,10.912680,35.853330,53.542873,51.553751,20.277632,33.803437,51.592441,64.521657,9.8664627
-33.325592,34.695176,50.548298,14.311657,14.637199,33.355034,17.876047,82.426647,8.0103409,10.708096,9.1675503,53.296969,7.1945495,37.016040,8.5370288,35.979812,54.029203,49.133048,21.267853,34.221149,51.749764,66.891891,11.831233
-27.003763,35.096088,49.475435,14.020063,16.722725,32.035240,17.236140,82.546705,9.8655987,11.236309,10.807850,53.847320,6.7079773,37.448016,10.602464,36.608860,53.003596,50.228507,19.971553,31.964534,51.367003,63.402021,7.8653522
-26.536343,34.058851,48.794621,13.921506,16.058558,31.688208,17.806840,82.458721,8.7123474,10.830608,9.6646835,54.524759,7.6027066,37.141058,8.4752877,35.979754,52.530088,50.022042,19.244753,33.638888,50.675485,64.675591,8.9769970
-33.664883,36.224204,50.253648,14.823365,15.656992,33.735572,17.034639,83.227534,10.643001,12.351937,9.7788807,52.905913,8.1842849,37.164842,8.4183593,35.470633,52.189872,49.476436,21.496458,33.435668,51.974001,65.217391,5.2542739
-32.600955,33.559927,50.393751,13.468411,15.652014,32.163826,15.885226,82.607914,9.1856454,11.406559,9.7017292,53.207025,6.7903841,38.191434,10.144600,36.721296,53.427732,49.712811,22.035795,34.151434,48.639866,64.347726,6.0674901
-29.723250,34.037035,49.338254,12.178885,15.213460,31.510172,18.174597,83.365104,9.7522692,10.948523,9.5617805,54.620661,6.9065514,37.663500,8.9327141,34.435650,52.271852,51.186224,20.261333,33.197683,52.587460,63.698165,7.3995822
-28.324578,35.685778,49.160485,13.608272,16.767807,32.998605,19.380874,81.889061,9.2957451,11.247893,9.4904773,54.083456,7.2993074,39.296156,9.6508889,36.989829,54.490062,49.991660,19.765717,32.346501,51.301038,63.360278,9.7842026
-30.441197,35.070928,49.819614,13.744935,16.920517,32.829377,17.252474,81.377079,8.5733789,9.6826083,9.6590472,53.432268,5.9972840,40.140955,8.8377607,35.830976,55.090786,51.973841,21.121189,31.826239,51.704768,63.939514,10.066162
-28.437479,33.359556,51.464268,12.989191,16.858440,32.138564,17.751556,84.150038,7.7650826,10.892219,9.5498449,53.235437,7.2378144,39.489885,10.044215,36.661538,54.250185,52.044196,19.855611,32.627653,51.072379,64.601881,7.7606366
-31.291266,35.963927,49.905452,13.830890,17.136108,32.880390,16.797346,83.188716,10.236761,10.958218,9.1909410,52.367517,6.1982558,39.271283,9.2863474,36.104429,55.702233,51.799938,22.077566,31.206547,51.672362,64.611749,6.4086753
-30.988093,33.076465,49.347128,13.226238,16.006775,33.615181,18.792298,82.695489,8.2484858,11.736790,10.145151,52.375191,7.0863407,38.039256,9.6414567,35.097345,56.285762,50.362956,18.604943,33.349272,50.558919,63.620215,6.7673862
-28.028976,35.235504,49.464905,12.248851,15.774166,32.996688,19.527178,84.127282,9.1109895,11.098742,9.3373129,52.263133,8.4815137,39.008494,8.0851201,35.257042,55.233692,50.578693,20.390109,32.616393,51.105304,64.752965,7.5739547
-28.096618,35.330402,48.731530,12.422782,16.910033,32.902506,17.575888,84.755875,9.4976182,10.779393,9.0817776,53.816826,7.9220524,39.021747,8.6718424,36.251549,55.576606,50.642964,20.492845,32.727295,49.252953,64.772992,7.6431823
-28.617137,35.668692,49.837932,12.222957,16.715843,34.250166,17.865426,84.845506,8.9686684,12.142294,8.7987897,53.707330,7.5070090,38.776271,8.3003332,35.615776,54.906019,49.654865,21.221830,32.793218,51.106853,64.276870,8.8193890
-30.048022,35.652155,50.170875,12.846323,17.536077,33.108411,16.770296,83.826017,8.5626341,10.624219,9.9223909,52.847848,6.3030035,37.119964,9.3953784,37.752862,53.843150,49.096155,20.511265,33.864361,50.759073,64.845959,7.7117742
-33.242116,34.248407,49.689593,11.927614,18.870008,32.429292,18.218607,82.474834,8.5223177,9.7573178,10.868088,53.025775,6.8464670,38.745803,8.7380163,36.464908,54.471590,51.248372,22.085346,32.617803,50.935153,63.498889,9.7496017
-30.579379,34.218102,49.625976,14.312463,16.963767,31.526825,18.472182,84.103406,8.0482070,11.808138,8.7905299,52.292871,7.9458509,39.295598,8.0282128,34.989176,54.306419,50.223860,19.804963,35.077392,50.144494,63.880981,9.7934768
-33.485680,34.499633,50.068609,13.996999,14.079285,33.070084,20.164676,84.354089,9.3924943,10.358630,9.6368118,52.907935,7.4904878,38.853807,8.7029989,36.646600,55.445028,51.262103,18.309001,33.238455,50.770262,63.149511,6.7653365
-28.394632,34.633131,49.327374,15.018840,17.460535,32.998011,18.071156,82.203437,7.6675948,11.370595,9.5226446,52.616300,8.7402348,38.855535,10.235227,34.802105,53.893612,50.581832,19.230609,32.941797,51.377059,64.898791,6.7669113
-28.598545,34.611950,49.781829,14.838342,16.965196,32.428799,18.010296,82.007374,9.1372418,10.603067,10.475325,54.296202,7.1258169,37.463232,10.971854,35.740504,54.307613,50.788868,18.686647,31.733997,50.013419,64.300274,6.4718952
-29.213505,34.225953,50.694533,13.756484,15.890614,32.566283,18.345907,81.810648,8.7798850,12.945537,8.8656313,54.364046,8.9354793,38.589721,10.630174,36.665825,54.410300,52.286063,20.613487,33.886350,50.767668,63.441624,7.9624120
-26.916591,35.538192,49.660899,14.723622,17.040352,33.630168,17.796186,82.777261,8.1386523,12.206299,10.853943,52.441354,8.6470460,37.818415,9.9503474,35.578537,54.676598,50.869717,18.927620,32.598538,50.611023,64.548964,7.8398693
-30.190617,35.512497,47.540396,13.524996,17.077023,32.700076,16.847715,83.105217,9.1752443,12.607940,10.291254,52.663152,8.0866286,37.456434,10.085066,36.971139,53.807752,51.215995,18.855247,33.475283,49.906926,64.576809,10.183820
-42.003796,33.236452,52.881348,14.175307,15.763184,30.930646,18.614331,85.277740,8.2534084,11.064081,9.8962762,52.434827,6.7713927,39.359751,10.530798,35.500356,54.618548,53.939650,20.393548,33.968808,51.289199,65.126952,5.5381100
-32.827365,33.016946,51.114611,14.297956,16.119422,33.279522,18.645181,82.786963,9.1625981,10.867855,9.7255648,53.453649,8.0861233,37.043822,9.5321729,35.141938,55.621393,53.885785,19.147053,30.983889,51.376187,65.122778,7.8480309
-29.909018,34.258163,51.311862,14.886279,16.135295,31.299438,16.802542,82.681822,7.6105924,9.1682258,9.8213905,53.660025,6.8631727,38.037308,8.7526796,36.272906,54.855995,52.414884,20.050935,31.516176,50.881588,65.358910,7.4003707
-26.628933,34.849651,50.564960,15.172504,16.038805,32.285964,16.764636,82.111703,8.6872806,10.968708,9.7396102,53.165649,6.1433544,38.403973,9.6829781,34.004233,53.969277,51.597450,20.111501,33.805581,50.763300,65.497434,8.8609433
-28.690088,35.397557,51.100517,14.169577,15.808104,34.028624,17.287098,82.806663,9.8941651,11.949536,8.7535619,54.732287,7.5120245,37.085888,8.5588404,37.259375,54.060153,51.353926,21.440665,33.879313,52.186688,65.226935,9.0276882
-28.872749,35.081073,50.038351,13.286865,16.426115,33.721494,16.805610,82.799362,10.937752,12.515368,8.6566977,53.196540,8.4297534,37.385765,10.762179,35.732266,54.187084,52.480273,21.195216,33.634480,51.109840,65.447876,9.1543862
-27.317073,34.510172,50.730218,13.766764,16.134453,32.170186,17.319931,81.711855,10.515248,11.883793,9.4783842,54.500709,7.3057195,37.669131,11.229057,35.308111,55.026993,50.659536,21.032443,32.087357,50.593310,64.911315,7.3476101
-29.320455,35.180966,49.764029,13.946694,15.865237,32.685760,17.177179,82.736703,10.737353,12.042877,9.4218256,53.877986,7.9382688,37.162093,10.797658,34.836891,54.392844,51.308085,22.336354,31.086962,52.000191,65.313696,7.8929661
-34.687485,35.699402,48.935703,15.191165,15.097816,32.051544,15.530404,82.826327,7.8709359,11.570958,7.4742137,54.303212,7.4231815,37.900716,7.0510410,35.913592,56.710405,49.312723,20.473195,33.323243,51.139518,64.750919,8.5718753
-34.017152,35.209588,52.162358,15.091951,16.856483,33.205571,17.939368,84.679799,8.1465920,10.884861,10.610925,54.938380,8.0938819,38.483245,7.5728107,35.811371,55.274252,51.679607,21.488837,34.235773,51.778970,64.063466,6.3647520
-32.322007,34.634177,48.647936,15.194237,15.123967,34.759913,17.505157,82.732124,9.3427311,11.907499,9.8914925,53.025955,8.6112727,38.461096,10.155167,36.420885,53.860008,51.233124,21.019562,34.385061,53.252701,64.055523,9.3882796
-30.257558,36.262787,50.782958,14.218912,16.777282,33.974324,17.590104,82.127819,9.9025790,10.532614,10.386185,54.701861,7.7788691,39.893192,10.460990,35.735150,54.212616,52.120182,20.810153,31.986990,51.323286,63.512962,7.3275238
-36.179946,35.436893,49.778089,12.446592,18.141530,33.415687,18.091452,83.610794,7.6591047,11.812221,8.8832701,52.186553,10.391077,37.530139,8.6516542,36.771300,55.345703,51.683542,17.779224,31.621982,51.349795,64.822666,9.5425900
-35.393710,35.898407,49.341000,12.478996,16.404392,33.192541,17.006392,82.088830,11.124411,13.424823,8.4710510,52.680216,9.0210859,35.730527,9.8631209,35.935709,54.891948,53.285068,19.604856,32.035076,51.212586,64.473959,7.2928090
-26.924999,35.405611,50.518445,12.355768,14.775865,31.689081,18.424464,83.235386,10.375163,10.533474,8.3432953,53.837167,8.2563249,37.731549,9.3113030,35.694914,53.698170,51.168813,18.938092,31.729319,50.466286,64.486323,8.7675355
-29.208761,35.740861,48.364040,12.355297,15.162385,31.558682,16.857590,82.570104,8.6781575,10.142243,9.0237141,54.750680,7.3520411,37.698664,9.5895576,34.997777,56.129182,51.281377,19.144858,31.674280,51.351078,65.174357,8.7039283
-29.379285,36.054072,48.886833,13.998726,16.720059,31.488813,16.899099,82.984921,9.1141053,10.987956,9.7902103,54.262896,7.1792943,37.460312,8.8655694,33.751157,56.702833,49.969895,19.252723,33.001799,51.619442,64.562170,9.4485408
-35.854132,34.074163,51.427355,13.351149,14.597904,32.114588,18.010957,84.486669,9.5254221,8.8249490,8.1266489,52.652608,5.5935226,37.347945,9.4495369,35.488731,55.737213,49.188416,21.090650,34.417252,50.442334,63.908945,9.5205899
-34.434007,33.933002,49.666462,12.197563,13.546764,32.991383,17.561619,85.428021,10.513353,10.263692,9.8596274,52.807105,7.2633657,37.018051,10.292081,35.301064,55.374178,51.517264,20.982294,34.288162,51.552926,65.334910,7.3139119
-27.303095,35.029444,49.981891,14.482863,15.997595,31.805074,15.917724,83.505627,8.2580693,10.182498,10.408589,52.410677,9.0250591,36.921320,8.7276135,35.167315,53.559273,51.601684,20.047702,33.700036,50.526710,63.493503,8.9698167
-27.303095,35.029444,49.981891,14.482863,15.997595,31.805074,15.917724,83.505627,8.2580693,10.182498,10.408589,52.410677,9.0250591,36.921320,8.7276135,35.167315,53.559273,51.601684,20.047702,33.700036,50.526710,63.493503,8.9698167
-33.477035,36.123856,49.839623,13.216364,14.175927,32.584361,18.001366,81.551197,7.8012085,12.178367,9.7009088,53.802097,7.6778025,38.640482,8.8972364,35.032105,55.604603,48.311778,18.382791,34.062732,50.007994,64.512707,7.8651722
-31.841110,34.994851,50.268942,14.780538,18.158180,33.366722,17.681219,82.804917,7.8968701,11.970986,8.8315927,51.807972,7.1495100,37.904834,6.9700873,35.683484,54.044416,50.594359,19.381920,33.646919,49.970620,64.490910,6.0866854
-28.040565,34.552973,49.356710,13.273923,16.856435,31.908407,18.018124,82.336051,8.8758033,11.474801,8.0061204,52.116433,8.0899983,37.351916,7.7722031,35.375138,52.540994,51.058668,20.322952,33.058125,52.273453,64.202546,7.4991613
-30.330280,35.200995,49.504302,13.004245,18.375438,32.424691,15.530387,82.630016,8.6137070,11.195359,8.2593762,52.396663,7.7661964,38.345745,8.4489527,35.789864,54.213469,49.829967,20.817075,32.137472,51.276568,64.600391,5.8775882
-35.501764,35.647799,52.151177,13.432601,15.348634,33.005259,19.384372,83.978496,8.1535018,11.742866,8.9620327,53.755981,6.4931001,37.661085,10.021496,35.572380,55.339922,50.417620,20.834766,33.956461,51.183510,63.177583,3.9472953
-32.518795,34.059807,50.214400,13.402718,15.510195,31.421142,18.050313,85.077096,9.8587697,11.363462,9.4547618,54.031692,7.0818807,38.577167,9.3734030,33.705109,52.258996,49.884538,21.887776,33.377879,50.187699,63.080013,7.8307858
-30.819637,33.129918,50.532122,13.506551,15.693355,31.895783,16.559485,83.398672,7.7624192,11.818430,11.418589,54.941985,7.4170603,37.951209,8.4810860,34.361471,53.285790,50.313675,19.920889,32.676855,50.513865,66.228300,9.5677730
-30.304647,36.293233,50.618349,14.702266,17.546407,32.278700,17.587971,82.985209,8.0531629,9.8977123,9.6977510,53.101392,9.0690957,37.826748,8.7762595,34.023941,52.502012,50.847223,20.269243,32.687705,51.250914,65.398527,10.650573
-30.396062,36.201679,49.173140,14.102112,17.152970,32.132175,17.175584,83.087553,9.7895045,12.803401,8.7347111,53.563524,9.5079640,37.595666,10.038505,36.094277,53.021878,49.255008,21.013302,32.033271,51.868049,63.818396,9.5090765
-43.090132,33.430824,51.794457,13.724322,16.372941,35.205813,18.988817,84.662420,6.7868029,11.955776,9.4157578,53.415035,9.4038080,39.656256,11.140715,34.174651,54.933351,50.175159,21.828272,33.297194,52.063850,66.157444,9.7543629
-31.475190,34.342457,50.534564,13.703956,17.114571,32.521909,18.330540,81.865188,7.6749288,10.991225,10.092977,52.222036,9.1491667,36.814734,10.390348,34.446845,53.562288,49.476278,21.185580,31.728710,50.610258,64.903836,6.4134356
-31.811140,34.671228,49.320382,11.624531,15.800404,32.662395,16.986288,83.087400,9.2081278,11.239166,7.7800238,53.204427,5.6490707,37.810056,9.7817856,34.110012,52.816135,50.200441,20.151365,33.262696,49.712394,65.421376,6.3399554
-32.818973,35.344134,51.143287,14.014689,14.841688,33.473077,17.070781,82.686075,8.8564910,11.480991,9.4535873,56.318112,6.2389004,37.179403,7.2675139,35.578772,53.114780,49.507605,20.039298,34.147626,51.695732,64.546420,8.0148455
-30.629132,33.542389,48.858765,13.904172,15.607538,30.281428,16.585909,82.742518,8.9323351,11.663711,9.3606439,52.428731,7.6669113,37.833484,8.6363687,34.198692,54.691409,50.872338,21.572247,32.086991,50.625501,64.402975,11.566623
-32.883170,35.249249,51.263007,14.877653,17.150152,33.375508,17.184027,83.591563,9.6085847,11.719868,8.7566916,52.955976,8.6137018,39.678953,10.335343,34.871281,56.606633,52.467743,19.954603,34.005368,50.452689,64.750741,10.808451
-30.410559,34.690431,50.190013,15.476091,16.133331,31.383361,16.216094,83.421176,8.5052248,11.659024,8.6477524,54.044863,7.7915861,37.872823,11.871083,34.668228,54.374108,51.321733,19.961293,32.395355,51.361936,63.159135,6.7952811
-34.899059,33.821510,50.111906,14.687466,13.632107,30.734178,16.587721,82.996187,6.7208126,10.170342,9.0758441,53.137115,7.3670106,37.194821,8.9260949,33.429245,54.223807,50.844717,19.834599,34.161412,50.348758,65.483015,6.8603436
-32.835135,33.338071,52.216078,14.191070,16.752039,32.386420,15.555796,83.666901,10.187749,9.9603654,11.039543,54.298849,6.9686994,38.243558,8.6287156,34.231733,54.718914,50.236933,19.305356,33.260686,51.964415,63.870924,7.9450268
-30.271953,33.171380,51.789028,13.521007,15.784527,32.961325,16.366194,83.621427,10.211322,10.279601,10.130699,54.100186,6.9159868,37.479900,8.1596252,35.079460,54.200063,49.350434,20.539046,32.255055,51.670859,63.037382,9.2401263
-31.541096,35.522946,51.038691,13.161623,15.355757,32.382193,14.660491,83.854905,7.7043769,10.793767,10.398604,55.210889,7.8315795,38.253362,8.9478665,34.260343,53.509817,51.337284,18.964745,32.757809,51.876633,64.407472,7.4664807
-35.432679,33.842302,48.863977,13.745053,13.416587,32.399125,16.037681,83.616366,9.6338327,9.2133836,7.7610838,53.410547,7.4022961,38.478105,8.3365439,33.861447,53.543443,49.970919,20.745526,31.497927,52.493338,64.128627,7.4015191
-32.441701,34.826310,47.967473,13.601923,17.209445,32.674819,16.737856,82.355279,7.3160686,10.888006,9.5917960,52.520559,9.4315775,36.555292,8.9702115,34.635783,55.500767,50.268201,21.628277,32.880411,51.941109,65.273978,6.7868298
-31.100968,35.297182,51.003744,11.466669,16.259327,32.068916,16.843777,82.573290,9.4579752,9.1658608,8.9571529,51.536487,8.8209116,37.868284,8.2107814,34.272348,55.189116,50.910085,20.543743,32.865605,51.051939,63.713756,7.7249798
-28.758040,34.187104,48.938357,12.161200,14.364142,32.389601,17.140363,82.762866,9.9237899,10.015278,8.2671674,54.437589,7.3884613,37.308520,8.3207192,35.808606,54.274866,51.386064,21.035737,33.673660,49.705224,64.045827,9.6201501
-28.783907,36.062257,49.477192,10.882198,15.314627,32.031666,17.500650,82.220398,9.4807474,10.966049,10.039023,54.350669,7.0184431,38.110504,9.3286654,36.397571,55.547797,50.493546,20.551775,33.308851,51.774846,65.066827,8.9122291
-29.768537,35.064043,50.509914,12.476909,15.427972,31.103922,17.855693,82.680389,8.6429055,9.9481315,8.2614792,53.768700,7.6815514,37.250765,10.749016,35.683780,55.303049,49.686774,18.908211,32.253291,49.352717,63.948831,7.5597000
-32.555440,35.073448,49.114728,12.677161,15.212971,32.702514,16.633219,83.571051,7.9980253,11.110218,8.8135335,54.989492,7.9693608,36.163594,9.7656637,36.951773,55.662438,49.548770,19.663500,30.521711,50.317904,64.803133,6.7348008
-32.095602,36.269541,50.034412,13.111808,16.020890,33.826535,17.824778,82.277662,10.800630,10.042434,9.6599286,53.229116,9.5880531,38.552433,10.482516,35.209631,54.449755,49.266982,18.563175,32.368132,51.477871,64.217167,6.5814990
-30.126204,35.942331,50.117070,13.847366,16.090480,32.246777,16.991105,81.883780,9.6436922,11.330921,10.953706,53.582562,10.157161,38.602857,8.5691692,34.565609,55.775953,50.735849,19.908167,33.559536,51.642088,63.017259,9.4277154
-32.588730,35.504367,50.330441,13.164798,16.718990,31.672185,16.354474,85.280109,8.1818605,11.490480,10.651519,53.141538,9.3269006,38.089325,9.6469930,34.073132,55.379224,52.861969,19.313488,34.031436,50.195154,64.375434,7.3580454
-28.547637,34.399698,48.969577,14.684631,16.004322,32.184573,16.694705,83.358793,9.6255043,10.829251,8.5296378,52.770179,8.0806503,37.038106,10.868062,34.240782,55.054740,52.461527,21.202208,33.896868,50.764467,64.838740,7.7512155
-28.723881,36.544832,49.681067,12.488701,15.594628,33.128264,16.665725,83.185558,8.9436890,11.927813,7.8253305,54.374790,7.7847200,36.382334,9.2933325,35.139738,54.624462,52.081832,21.109237,33.172234,51.940298,64.805646,6.9137754
-37.354796,36.424750,52.444244,14.032280,17.907234,32.951800,17.130429,84.099433,10.837813,10.800164,9.5364440,52.527997,9.1425369,38.807678,11.056107,37.796153,55.533610,51.270856,18.625871,32.077105,51.184116,64.641174,8.2924316
-36.447837,36.839454,49.869704,12.975397,15.547847,33.328437,16.142002,81.210381,8.4960411,12.134700,11.780080,54.858201,7.2485458,37.196792,10.782328,34.704355,54.121336,52.301588,19.287991,33.071004,50.182172,66.918836,9.6155535
-28.937938,35.693096,51.610116,13.213753,15.398933,31.259541,17.007136,83.290834,7.3753150,12.822008,9.1131513,53.320842,6.8490662,36.849840,10.251787,35.566525,53.549252,50.797081,19.924739,33.287718,51.006390,64.552580,10.402169
-27.647669,34.908292,51.376209,13.474942,15.543894,31.756326,18.525259,82.718210,9.5804793,10.837179,9.2784019,53.768628,7.2478267,36.554019,7.7961305,34.909170,52.589073,50.991074,20.649709,32.685011,51.220151,65.848385,9.1973849
-30.116785,35.812714,50.740985,14.016391,14.843486,31.930961,18.051245,81.461364,11.036858,11.561136,10.265172,52.068463,8.0732544,36.503622,10.702864,35.219400,53.298674,50.953780,20.801763,32.794467,50.211064,64.898646,8.5959160
