SampleLogFunc,SampleVariable1,SampleVariable2,SampleVariable3,SampleVariable4,SampleVariable5,SampleVariable6,SampleVariable7,SampleVariable8,SampleVariable9,SampleVariable10,SampleVariable11,SampleVariable12,SampleVariable13,SampleVariable14,SampleVariable15,SampleVariable16,SampleVariable17,SampleVariable18,SampleVariable19,SampleVariable20,SampleVariable21,SampleVariable22
-26.289186,35.173401,49.548223,13.759788,16.473667,32.165151,16.697026,81.599451,9.5040253,11.426523,8.7320515,53.167440,7.7734855,38.058229,7.1184821,34.898401,54.587535,50.549504,20.310158,33.926463,51.252564,63.184834,9.0300254
-29.605368,36.070074,51.894696,13.610950,15.351536,32.572732,17.113951,83.443421,11.822367,11.305149,8.8623018,53.300257,6.7001690,37.749206,9.2752270,36.509020,55.677499,49.874453,20.890447,33.612903,51.550433,64.859655,8.8472841
-32.888062,35.498361,50.288502,15.646005,13.920035,32.307724,17.310405,82.076743,8.8275590,11.004263,7.6832964,52.735133,6.2199356,38.234287,10.418721,35.930479,53.469834,51.566089,21.231626,32.139345,51.562212,65.516913,6.3845368
-33.413569,36.991753,49.436551,15.011554,14.031872,31.566383,16.973619,84.585804,9.6385857,9.3697295,10.100408,55.008585,6.3703397,37.729763,8.8672048,35.370066,53.934238,51.163127,21.402203,33.399511,50.778462,64.580662,8.2766976
-29.773860,33.707727,48.821188,12.408378,16.269095,31.047891,17.172110,83.279656,8.8484468,9.3794358,8.7716639,53.510912,7.0525855,37.821958,8.6490421,35.651254,54.934704,50.015214,19.650360,33.374400,53.106010,64.976611,7.2025489
-35.455831,36.597280,50.081365,14.996479,17.176369,32.058153,16.274752,82.846534,7.3694050,10.542501,9.4697987,54.885375,6.8047096,37.429685,7.2847553,35.440020,56.957110,52.526676,21.737288,33.900704,51.198725,64.299231,8.2078451
-28.793067,35.139490,48.510449,15.249232,16.188660,32.421619,18.236148,83.853108,8.0772543,10.045173,8.9306739,53.794911,7.8439224,37.290727,8.8888825,34.120916,55.070236,50.618727,19.956337,32.522429,52.301483,63.570277,7.4123097
-40.296162,35.278598,48.302949,12.370596,17.680823,32.612306,16.074481,82.829818,8.5737366,8.9423579,10.120587,53.055231,8.9725482,36.933900,11.638710,35.011764,56.244845,51.286466,20.917633,32.470646,52.595016,66.110410,6.4322637
-32.536115,34.012351,48.117984,14.416170,13.920564,31.154264,17.177182,83.659576,8.9967996,10.445937,8.8136299,53.885323,8.7064986,38.453798,6.7815213,34.085249,53.718205,49.802674,19.543250,33.316113,50.090006,64.832016,7.7826592
-30.543319,33.272253,48.525449,13.325094,15.190794,31.869064,16.664369,83.677340,7.5880180,11.294759,9.1114038,54.328645,7.0005862,37.976475,8.3495173,34.465097,55.558039,51.626318,20.878207,34.664350,50.789697,66.458819,8.8342022
-33.042928,34.974378,48.769488,15.339394,14.568455,32.864119,17.254023,81.859874,8.5240371,10.891070,7.3843570,55.764330,6.3463087,38.678032,8.7240425,33.786583,54.810797,50.866929,19.614596,33.645092,50.258352,64.271594,7.9723359
-30.071110,35.382336,49.061381,14.230289,16.024771,31.529407,16.694249,83.040940,9.4096097,11.900534,8.7728804,52.635448,7.9702302,38.010664,11.076683,34.961527,54.705004,53.550926,20.221422,32.833956,51.269870,62.937712,9.6284236
-34.870453,35.676409,49.773741,14.797268,16.955454,33.783048,16.081464,81.713808,10.551429,10.233775,8.3025856,54.021419,8.1012312,40.227471,8.2085081,34.440404,54.128887,51.112631,22.196056,32.246033,51.716288,62.500963,8.5247262
-30.242510,35.786118,50.682474,13.074230,15.322830,30.861467,18.469741,82.770881,8.6897841,10.579031,9.0425699,54.799005,9.2189235,39.457776,9.3629398,36.177598,53.307535,51.220861,21.316493,31.553147,51.317425,63.137003,7.3326648
-30.718461,33.250263,48.048340,14.314047,16.668246,33.234370,16.910456,83.069099,10.180833,11.664910,8.5334926,53.532357,6.0843090,37.466723,11.305629,35.088364,54.883982,51.438737,18.729430,32.376909,51.846437,63.501139,7.8940368
-29.257858,35.365735,49.353020,14.257610,16.135316,31.993560,16.842944,84.866879,9.0482598,9.2378411,8.6703973,53.070945,6.0726996,37.941809,9.7929325,37.410888,54.284966,51.207344,19.980873,32.677292,49.526032,64.677480,8.6017189
-32.270533,34.766678,49.622707,12.162973,17.831741,32.518248,16.767923,83.062227,10.442910,11.682259,8.8182606,54.211026,7.8330088,39.098702,9.1398717,36.262612,53.276235,49.236885,22.533201,31.230454,50.164066,64.894283,9.2078987
-34.280664,33.284803,51.381348,14.081160,17.488073,33.502823,18.210009,82.862675,10.655938,9.8266442,8.1193339,53.244457,7.5799597,38.888823,8.3024912,35.772552,53.454708,48.748217,21.001042,33.132984,50.802709,64.849445,8.2393698
-28.903372,34.942192,50.492915,12.883271,16.825389,32.380338,18.810305,84.059954,11.039228,10.403957,7.5789051,53.263210,7.8913187,37.202216,9.4906450,36.144440,53.712267,51.381133,20.931718,33.084480,50.513290,63.602797,7.2163030
-28.111254,34.305077,51.032076,13.206067,15.842194,31.935628,18.110494,83.563678,8.5658482,11.069578,7.7195922,53.405521,9.1144218,37.221792,10.018130,35.574191,53.833779,50.827270,20.686060,33.679503,50.266218,63.208910,7.2013497
-25.150087,34.278647,49.667277,13.575926,14.849168,32.326662,16.792333,83.866989,9.4743496,10.122779,8.8909029,53.646063,8.6284711,37.249876,9.1379412,34.881660,54.913705,51.164194,20.188452,33.098586,51.826229,63.086753,9.0856687
-32.778433,35.718467,51.516596,15.760120,16.492461,31.449903,17.055110,82.828837,10.836154,10.246770,9.4154951,55.963677,7.5247129,39.275223,10.735132,34.914364,53.978470,51.890733,21.021859,32.290959,50.293787,64.798654,8.1962996
-32.275103,34.665956,50.734403,13.729240,18.462283,32.846686,15.436803,83.026534,9.1222028,10.494299,7.7830350,53.300866,9.8079730,39.595081,9.1835685,35.628016,53.832745,50.425460,20.294345,31.535529,51.382009,64.357910,8.3398934
-28.511634,34.388257,50.523859,14.670735,16.249273,32.736241,17.424020,83.585039,9.7567894,10.591437,8.1095444,52.774832,7.9786466,38.629055,9.4750436,35.349775,52.728955,51.695798,21.429314,32.135978,50.293468,62.431423,7.7131230
-26.424245,34.372721,51.164851,13.390082,16.776819,32.806537,16.617383,83.684094,9.3568374,10.632377,8.9809065,53.387795,7.7975213,36.861114,10.178903,35.827058,53.844335,51.294025,20.477747,32.629035,49.481746,62.999910,8.3430604
-32.154272,34.163956,50.586917,12.152371,17.142207,33.291606,16.542250,82.776102,9.1308235,12.558600,8.2074051,54.961858,7.6764320,38.017845,9.7955308,35.908712,55.788265,51.832744,20.237466,31.624390,53.055046,63.126156,8.1686026
-38.420483,35.927245,50.715604,12.945226,17.950495,31.382889,17.368966,82.847753,6.9989081,12.987156,10.057597,53.377514,6.7081496,36.899149,8.0648075,34.407456,55.495265,51.062729,19.595838,30.235510,49.870919,63.203911,5.9794702
-32.633222,35.133118,51.724010,13.909459,15.750099,30.916652,16.761796,83.120375,9.0911280,11.947242,7.7231905,53.809815,8.4703936,36.637742,9.8956520,34.326823,53.727264,50.965857,19.088783,31.624020,49.610287,65.208248,6.2429603
-34.332155,33.005858,48.893973,13.059144,14.108204,31.536736,17.645939,84.186135,10.576870,11.570194,8.2501956,54.749674,8.1737832,38.674023,9.5603390,32.990012,53.517100,50.216619,19.500626,32.858177,50.486814,63.910679,6.9029028
-34.856946,33.488348,51.135505,15.155674,17.257688,31.144745,18.794046,83.154360,9.9102993,12.360453,9.8473505,53.359162,6.4763266,37.981511,9.3579755,34.502309,56.584195,51.273859,20.374118,32.750167,50.797840,63.321376,6.7086091
-31.514042,34.906921,51.041823,13.823134,16.246731,31.556980,16.569999,83.988705,8.4385801,10.545463,9.6085894,52.511250,8.4920966,36.530217,7.6144802,33.023849,55.154222,51.353583,20.970563,30.984585,51.166143,64.684507,7.8898518
-30.071668,33.138769,49.209985,13.539364,16.361365,33.363158,18.184486,85.548324,8.8617732,10.834332,8.1924074,52.376061,7.7336920,38.126864,8.9218927,35.902695,52.675772,52.186365,20.511434,32.218631,51.375535,64.489835,7.7882901
-30.253309,35.041450,50.691822,12.634403,17.250432,31.978474,17.352634,84.493931,10.575500,11.784654,8.0778471,53.776260,7.9157866,38.680224,8.4805224,34.155004,55.649971,52.611611,19.719429,33.633938,49.775843,64.867398,8.7052464
-30.661214,35.159832,51.872574,13.272336,15.698748,32.054430,16.779983,83.871644,9.2495225,10.528868,10.143950,53.230647,9.0256036,39.195370,8.5170770,33.682089,54.954720,51.642567,18.724370,31.040348,51.054564,64.943788,9.0846968
-30.390858,35.428055,51.509579,12.635962,15.923155,31.361102,16.889753,82.020659,9.5861320,10.817812,9.8989296,54.392983,8.5579830,38.610809,7.1687275,34.244517,54.033974,52.548556,20.661735,31.742094,50.564130,65.403815,7.3826612
-29.526949,35.941113,51.522345,12.024597,15.919514,32.660811,16.297764,83.732383,10.653356,11.992060,9.7990104,52.646554,7.6325006,38.105210,10.749177,36.051631,53.503259,50.984913,20.254096,32.955191,52.297443,63.163159,7.6475023
-30.616153,35.818557,50.938753,13.509725,15.586817,32.564174,16.683295,82.920660,10.770419,11.087938,8.7806950,53.249997,7.9670209,38.020055,8.6794770,34.630944,56.418862,48.732840,21.420109,31.198203,50.260241,65.111458,8.9443028
-31.709335,34.994008,49.309406,15.154312,16.858180,31.983128,18.970958,84.221083,8.7606147,11.371336,9.2882293,52.772777,7.5149644,40.278818,8.2027193,37.083686,53.183978,52.272974,20.581088,32.568747,49.257649,64.541598,7.9765381
-27.695211,35.119456,50.184812,12.380038,15.031569,32.105095,18.677153,83.418944,10.000289,10.233068,9.2754861,52.488541,7.8476019,39.211317,8.5857631,35.296252,54.783091,51.135576,21.358923,31.709096,51.371442,65.518107,7.3153970
-28.483824,35.051482,49.677913,13.213635,14.252723,32.431884,16.773327,82.288765,8.1210472,12.191672,10.422922,53.695087,8.1980990,37.070257,9.1721502,33.962948,53.083230,50.774020,18.339478,33.357734,51.085401,64.237840,9.2832870
-30.142065,34.333400,49.402816,13.848862,17.229240,32.955221,16.924292,82.662587,9.1519012,10.485942,10.036579,53.125973,9.3697300,37.396523,7.7308798,36.133959,55.020821,53.099075,20.137460,33.927269,52.671950,65.691610,9.1091529
-27.423254,35.199521,49.333055,13.954961,16.745926,33.387286,17.727598,84.341072,8.6281928,10.935242,9.7814468,53.136569,8.6345277,37.893737,7.5934599,34.536808,53.327587,50.005130,19.038766,33.941764,51.847572,64.489896,8.2669272
-28.754348,34.916904,49.443414,14.178601,16.469268,32.795671,17.801623,83.840202,8.3412880,11.836359,8.8098408,52.264330,8.0441908,38.438244,10.046493,34.688605,52.975593,51.476683,19.102740,34.055632,52.420513,65.939408,7.2985005
-29.256532,35.618239,51.723331,14.520577,16.216402,31.293147,16.918433,82.840685,8.4165664,11.705394,8.6250399,52.984755,8.1962785,38.143302,9.1247988,33.567660,53.886728,51.715380,19.810076,34.953506,49.829341,64.090016,8.4295084
-33.619028,36.308860,49.695358,12.682271,15.183082,33.194068,18.201603,85.054310,9.4043646,9.8494586,10.840655,53.032194,7.6189452,40.395415,10.111140,34.558426,53.433895,50.624279,20.678350,32.758648,51.851081,63.288996,7.3983009
-24.946493,35.612131,50.278728,14.778111,16.948731,32.922351,17.674677,81.039170,8.8137210,11.848097,9.7261709,53.827937,8.1968519,38.110281,8.6183708,34.786780,54.038103,51.363876,19.840846,32.299245,51.326303,65.194669,8.7131119
-31.086519,35.011757,49.351498,13.371970,15.421731,31.533115,16.517815,81.054250,7.6107425,12.325778,9.7494994,51.794151,7.1660978,38.259879,9.7494081,36.428248,52.944284,52.179309,19.780809,32.439615,51.379108,64.942087,6.6080271
-29.465826,34.842194,49.367838,13.457166,15.411587,31.334103,17.976391,82.352779,8.5747477,12.115547,10.105083,54.325975,9.4617119,36.930316,8.1042152,35.789970,54.020534,51.005647,17.678275,32.881257,49.656363,65.052553,8.2551032
-30.109417,33.664579,48.471551,14.759312,16.635582,33.060635,18.178372,84.334954,9.5402712,12.142429,11.459610,52.760521,6.6404768,36.842205,10.037278,35.656139,54.182257,50.985402,19.000195,34.185800,50.659833,64.301595,7.5727526
-38.070716,33.546965,47.987629,14.444027,14.933880,32.715765,17.591596,83.997599,9.7520388,11.989068,11.658306,52.863821,7.7341153,37.022673,11.626725,35.097839,52.835590,49.712744,18.750134,33.981903,52.484530,62.134018,8.6932533
-36.017877,35.066415,49.583890,13.050347,15.152239,30.035203,19.315143,81.551610,8.7185803,12.830975,10.472389,53.993553,9.5110290,36.762216,8.8597698,36.620937,55.530625,52.113122,18.551855,34.195345,50.005442,64.830914,7.8645259
-33.697756,35.012359,48.818178,13.878321,16.720285,31.395702,17.800342,84.588348,9.8601386,12.534446,9.9545910,51.427969,8.3485107,38.112631,9.4750983,36.997621,53.820185,50.007882,18.775726,33.890493,49.404655,66.679036,8.5621924
-34.354142,33.604899,49.712790,14.772580,14.677708,32.289884,18.292949,82.698940,9.3080018,11.933785,10.774606,53.739524,8.4824282,40.281121,9.4333565,36.211012,52.403949,49.635987,19.462556,33.511403,49.819123,66.266838,6.9285924
-38.020469,33.382126,50.145907,13.312124,14.632320,33.883669,18.403405,83.017217,8.3026074,10.997402,10.608327,52.807601,8.6716022,36.362193,7.9844295,38.444818,53.441134,49.887635,21.348624,33.978714,48.998805,65.578214,6.9957962
-34.989799,35.954693,50.496037,13.292787,14.172587,33.840901,16.785620,82.158411,8.9096974,8.9112456,10.553037,53.693317,7.9947075,39.077297,9.5019082,37.410415,53.754009,52.003600,22.135310,32.324493,49.273767,66.231440,9.0047277
-31.605007,34.977942,50.471315,14.536371,15.924511,32.505149,19.615056,83.680917,10.074320,11.741777,8.5163922,52.463938,8.2629118,36.845836,8.8344814,34.774453,54.007598,52.114671,21.293306,32.220519,50.387355,67.323095,8.8574842
-31.489244,34.043849,49.977360,13.327025,15.728368,32.622858,16.640032,84.116625,8.0031966,12.392829,7.8822964,51.496230,8.5323029,37.591509,10.546219,35.994291,54.934289,51.389445,20.423053,35.290939,50.480753,64.347052,7.7339855
-37.976515,34.714290,48.813232,13.946306,15.733677,32.185154,18.312557,84.323651,10.382856,9.3977204,7.3206194,53.946311,8.3385414,38.260475,9.3556100,35.825248,56.443823,51.623463,19.167128,33.890221,48.745076,67.271944,7.3022966
-27.099319,35.195296,49.574700,14.431251,16.016850,33.298162,17.746415,82.358137,8.1928049,11.768680,10.086059,54.298484,5.8020066,38.391705,9.8592186,35.515102,55.827668,51.637613,19.656285,33.171959,50.085457,65.738405,8.1216782
-27.465600,33.888150,49.893838,15.146050,15.549603,32.256743,16.675206,82.879372,9.2841118,10.723671,8.8550698,53.078646,7.2720346,36.658923,8.5131085,36.331718,53.377077,51.183451,21.505390,33.730112,51.070858,64.568740,10.392937
-30.347136,34.135541,48.003829,14.019342,14.652118,31.703990,18.212319,81.851853,8.5463781,9.4242144,8.0963645,53.859360,8.5693938,37.743735,8.4498149,34.652264,53.222663,50.480857,20.341915,33.990376,50.561744,63.549535,9.2593632
-29.742876,34.590108,48.785066,14.899465,14.494895,32.565534,16.443640,82.426422,9.5042560,10.444738,9.1268937,54.168006,7.6319245,36.899436,10.243268,33.803130,55.614206,51.027363,20.123418,33.813932,50.176310,65.942823,9.4217621
-36.175483,34.841535,49.581421,14.913697,16.994931,32.297318,17.338107,80.767812,8.7203869,11.992370,7.4987856,54.153222,4.9796061,35.576725,8.4538484,34.917761,55.172137,51.985724,19.699311,34.025043,51.177631,65.588464,7.4663151
-37.131127,34.143271,49.009472,14.312298,17.384594,32.798749,15.707286,84.048558,11.322944,8.5093066,11.983086,52.157856,8.1943355,37.168382,10.240637,34.993229,53.613533,50.004991,19.526438,33.970734,51.229329,64.820981,9.0389806
-33.511891,33.264219,48.755608,13.810203,15.470619,34.079727,17.570426,82.678528,8.4879159,11.632538,9.2379864,52.330593,9.8570964,37.619318,7.9877630,35.389825,51.985391,51.284318,20.457095,33.324566,51.810046,63.906574,6.1691701
-39.655851,33.522101,48.520409,14.417076,13.658036,33.545709,17.838486,84.029390,8.9698808,9.8597808,11.597721,51.462716,6.9279441,39.394202,10.836101,35.305144,53.271332,51.809652,21.099833,33.648098,51.406851,64.651359,5.6904923
-34.822951,36.766183,51.496826,13.026613,14.592805,32.278551,18.315825,84.463445,9.3365504,11.430251,9.7003251,52.698492,8.7328343,35.987955,9.4063217,35.407758,53.306030,52.651557,21.311136,33.163136,52.830344,65.757472,6.4579717
-31.356443,35.185621,50.053787,14.123996,16.952199,33.894805,18.187185,83.679674,7.9630039,11.615857,9.0113761,53.596795,7.6694901,35.367013,7.8724731,34.953477,53.270989,51.722657,20.196768,32.810487,50.393431,65.836763,6.3719403
-30.163806,33.109365,48.098106,11.937474,15.349518,32.617450,18.758118,83.756261,8.0107115,12.004861,8.8726916,53.397534,6.8577152,36.766635,9.1444844,36.850389,55.260455,51.058444,20.924939,33.848911,51.535187,65.365180,8.2468907
-37.984611,32.696372,47.390402,11.769374,16.056446,31.793727,18.517022,85.450167,8.0832033,13.156481,10.228694,51.331878,6.9514746,37.548520,8.9846854,35.559455,54.103541,50.814419,19.967388,33.281040,53.060222,63.943113,8.8091008
-29.848555,34.539449,49.743512,12.916438,16.563643,32.065126,18.260503,82.784494,9.4483053,11.973287,10.508262,55.486830,9.4925452,36.513155,8.3341286,33.649397,53.444940,50.619260,20.406585,32.111520,51.066406,65.194942,8.3873472
-31.053456,33.789013,49.327706,14.425046,16.773902,33.194883,19.067971,84.344938,8.8011749,12.145194,10.098576,53.903270,7.5603056,37.532133,8.2614775,33.603082,54.346526,49.515901,20.098505,32.246013,49.992530,66.411448,7.6468431
-29.912747,33.617596,47.949006,12.036622,15.719497,31.945719,17.740523,83.443818,9.5410022,10.857444,9.8756437,54.393558,7.2698348,37.174991,10.445200,35.199501,56.238745,49.957132,20.635987,31.979864,50.352537,65.182782,7.2998172
-29.781603,33.409775,47.577245,13.940254,16.397555,33.578569,19.210880,83.355526,8.8949606,10.023716,9.7690509,54.415522,7.7275630,38.273432,7.6791391,36.687172,54.291705,51.039786,20.496611,32.091005,49.916677,64.025391,7.5827281
-36.599296,35.090546,46.984793,11.409745,17.814481,32.853658,17.261095,84.193401,8.7461251,9.7710761,9.7311565,53.576256,7.7593405,37.476620,8.9626653,35.698480,54.464192,52.097308,18.275877,33.429303,49.615460,63.498832,8.4908664
-35.393985,34.454184,51.613382,14.011825,16.581280,33.731116,18.752919,83.588286,8.2971389,12.595865,6.5887336,53.979062,7.9122623,38.516057,10.435741,35.395217,55.608706,50.604559,18.858051,34.105965,52.061017,63.396459,9.2232614
-29.451554,34.997612,50.359168,13.824053,15.347425,34.438107,16.629032,82.553565,9.5155960,11.315749,8.2389118,53.371011,8.2481263,38.423855,9.4819935,34.846354,53.136690,52.228218,20.023825,32.850587,48.898184,65.724993,7.0481287
-32.669469,35.691383,50.143024,11.826132,15.598185,33.220183,16.562857,82.174884,10.938769,11.796858,9.6308300,51.928322,8.4624262,38.096432,10.433895,35.711200,52.367552,51.759113,20.301241,33.973006,50.688370,64.431585,10.708824
-35.997994,35.831077,49.760107,14.545188,14.977423,33.595394,16.016063,83.770572,10.068215,13.361940,8.9445905,51.713885,6.9083508,38.842642,10.086280,35.623145,52.754893,50.894104,19.230931,34.024220,50.203345,63.876857,11.359454
-41.183582,34.930262,50.226990,14.508566,15.975771,33.117150,15.129032,80.244612,8.3980087,10.128675,7.8696114,52.154495,7.0686183,39.040640,8.3693751,35.656691,52.289836,48.994067,19.009935,32.379566,49.917070,67.508944,9.2127955
-34.637534,35.555061,50.288655,15.116153,15.544071,34.113388,15.967807,82.645811,7.3450076,9.5865835,9.0912252,53.451533,5.3706565,37.197321,7.1104367,37.629574,53.467437,51.928185,20.495300,33.165461,51.320994,64.369186,8.5836447
-28.035553,36.062975,49.387470,13.175769,15.286762,32.879763,16.716369,82.831113,10.098865,11.043344,7.9973541,53.513574,6.2248218,36.966822,9.8561769,34.316548,54.753447,50.893030,20.461660,32.795896,51.391473,63.606577,9.9499248
-28.316969,35.968512,50.417982,13.112742,15.621145,32.854290,17.006815,83.179657,9.6803519,9.0723588,9.9377097,54.285981,6.1337565,37.625015,8.7502890,35.425322,55.976703,51.349363,20.733537,33.352094,50.307372,63.073497,7.8959442
-29.370743,33.764470,49.364015,11.822556,15.630914,32.963466,17.039415,81.610162,7.8988624,10.099122,9.3690467,53.310844,6.7547269,36.221005,8.5189809,34.821081,55.710121,50.315428,20.608590,33.562245,50.709551,63.999725,9.1067522
-32.694451,34.931897,49.527615,12.478141,18.047454,32.755501,18.502615,82.779839,8.2257460,8.8852251,11.001029,54.113150,6.7806632,39.151722,8.6467464,35.957775,55.611244,51.252101,19.592477,34.835519,50.917737,64.282820,8.4658877
-27.079739,35.759148,50.804353,14.069320,16.152451,31.549362,17.469434,80.944299,7.7455961,10.703655,9.0173856,54.285920,8.0664647,38.473242,8.3069977,36.517148,53.976893,50.552488,21.363189,32.440041,51.622631,63.644904,8.6415172
-28.840568,35.868522,50.410352,14.394519,16.317442,32.137424,18.425106,81.419509,8.9542747,10.944054,9.7779528,53.302740,9.2210451,39.198627,10.553330,35.969595,54.244629,49.967987,21.791275,32.742166,51.323518,62.960848,8.5177917
